Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
Studio Babelsberg Ord Shs,BG1A.H^E17,DE000A1TNM50,D81699122,Ordinary Share,Hamburg Stock Exchange,Germany
Deutsche Genossenschafts Hypothekenbank Ord Shs,DGHG.H^G99,,undefined,Ordinary Share,Hamburg Stock Exchange,Germany
Patrio Plus Ord Shs,P3PG.BE^H12,DE0005287502,undefined,Ordinary Share,Berlin Stock Exchange,Germany
IFM Immobilien Ord Shs,IFMG.BE^A16,DE000A0JDU97,D35759105,Ordinary Share,Berlin Stock Exchange,Germany
Boll AG Ord Shs,B9LG.SG^C16,DE000A0JDBB9,D12150104,Ordinary Share,Stuttgart Stock Exchange,Germany
Hypothekenbank in Essen Ord Shs,HIEG.D^D96,,undefined,Ordinary Share,Dusseldorf Stock Exchange,Germany
VICTORIA FEUER STK E,VICGe.D^J92,DE0008453010,undefined,Ordinary Share,Dusseldorf Stock Exchange,Germany
Incam AG Common Stock,IAMG.BE^K98,DE0006211709,D36251102,Ordinary Share,Berlin Stock Exchange,Germany
Erste Bayerische Common Stock,EBBGe.MU^D96,DE0005688014,D25107117,Ordinary Share,Munich Stock Exchange,Germany
GZB-Bank Genossenschaftliche Ord Shs,GBSG.SG^D96,,undefined,Ordinary Share,Stuttgart Stock Exchange,Germany
Dexia Kommunalbank Deutschland Ord Shs,HIBG.H^D96,,undefined,Ordinary Share,Hamburg Stock Exchange,Germany
Trion Technology Common Stock,TTYG.H^F99,DE0007443905,D8453X108,Ordinary Share,Hamburg Stock Exchange,Germany
F Reichelt AG Common Stock,RCHGe.H^D96,DE0007075012,undefined,Ordinary Share,Hamburg Stock Exchange,Germany
Versiko Vers Common Stock,VVVG.H^D00,DE0007605404,D8786L102,Ordinary Share,Hamburg Stock Exchange,Germany
Mercurius Ord Shs,MR8G.BE^I15,DE000A0HHKA7,D1499N101,Ordinary Share,Berlin Stock Exchange,Germany
LipoNova Ord Shs,L1NG.SG^I09,DE000LNAG002,D51005102,Ordinary Share,Stuttgart Stock Exchange,Germany
Mox Telecom Ord Shs,MOTG.MU^C16,DE0006605801,D5S57D108,Ordinary Share,Munich Stock Exchange,Germany
Luyanta Ord Shs,L08.D^K19,DE000A2GSWB5,D5S4GZ102,Ordinary Share,Dusseldorf Stock Exchange,Germany
Realax Software Ord Shs,RLAXF.PK^J08,,undefined,Ordinary Share,US 'Other OTC' and Grey Market,Germany
BCA Restricted Ord Shs,B9GGnx.BE^H11,DE0005144208,D1323E103,Ordinary Share,Berlin Stock Exchange,Germany
Helio Biotech New Ord Shs,TRBIke.H^E08,DE000A0N3FL9,D3428N111,Ordinary Share,Hamburg Stock Exchange,Germany
BioNTech N Ord Shs,22Un.MU^J19,DE000A0V9BC4,D1R3UL109,Ordinary Share,Munich Stock Exchange,Germany
Internolix Ord Shs,ITXGEUR.SGp^A12,DE0006227309,D36096101,Ordinary Share,Stuttgart Stock Exchange,Germany
REpower Systems Ord Shs,RPWGnEUR.SGp^J12,DE0006177033,D6420R105,Ordinary Share,Stuttgart Stock Exchange,Germany
Summiq N Ord Shs,S7Qn.MU^I20,DE000A2YPH73,D8T6DZ103,Ordinary Share,Munich Stock Exchange,Germany
Surikate Mittelstands Ord Shs,SASN.BE^D16,DE000A1PG557,D82792116,Ordinary Share,Berlin Stock Exchange,Germany
HSBC US Buy-Out Ord Shs,HBYG.D^B21,DE000A0MM6H7,D3480N108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Trinkaus Sec Ord Shs,T2RG.D^L21,DE000A0J2763,D8449D109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Terrain Ges Tel Common Stock,TERG.SG^D04,DE0007467003,D83180105,Ordinary Share,Stuttgart Stock Exchange,Germany
Biozoom Ord Shs,BIZM.PK^I21,US09072T1007,09072T100,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Vilmaris N Ord Shs,VA2Gn.H^A14,DE000A0RAK01,undefined,Ordinary Share,Hamburg Stock Exchange,Germany
Villeroy & Boch Ord Shs,VLBOF.PK^H09,,undefined,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Baum Handelsges Ord Shs,BAUG.MU^J16,DE0005170203,D06412106,Ordinary Share,Munich Stock Exchange,Germany
Bayreuter Bier Ord Shs,BBBG.MU^I20,DE0005199103,D0845J103,Ordinary Share,Munich Stock Exchange,Germany
ERLUS Ord Shs,DZEG.MU^I20,DE0005589006,D25079100,Ordinary Share,Munich Stock Exchange,Germany
Landshuter Brauhaus Privatbrauerei N Ord Shs,LBHGn.MU^L21,DE000A0PNL72,D4896J129,Ordinary Share,Munich Stock Exchange,Germany
Verl Druck Manz Common Stock,VMAG.MU^D04,DE0007654006,D87712101,Ordinary Share,Munich Stock Exchange,Germany
Stella Entertainment Ord Shs,HGMG.MU^E16,DE0006040702,D31652148,Ordinary Share,Munich Stock Exchange,Germany
Anterra Vermoegensverwaltungs N Ord Shs,ACKGn.SG^A13,DE0005532733,D00560132,Ordinary Share,Stuttgart Stock Exchange,Germany
Datapharm Netsys Ord Shs,DNYG.MU^A11,DE0005635007,D4323P102,Ordinary Share,Munich Stock Exchange,Germany
Potrimpos Capital SE Ord Shs,POEG.BE^D12,DE000A1C3973,D6174C106,Ordinary Share,Berlin Stock Exchange,Germany
Porzellan Bareu Ord Shs,POWFG.MU^J13,DE0006942006,D61691107,Ordinary Share,Munich Stock Exchange,Germany
Capital Media Group Ord Shs,CPMG.PK^D14,US1403081078,140308107,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Koehler & Krenzer Fashion Ord Shs,KKFG.SG^B12,DE0006303407,D3943U103,Ordinary Share,Stuttgart Stock Exchange,Germany
RUPPEL Ord Shs,5RPG.H^J16,DE000A0B7E06,D6629M105,Ordinary Share,Hamburg Stock Exchange,Germany
Autark Group Ord Shs,7PVG.H^D18,DE000A0CAYL1,D6233S100,Ordinary Share,Hamburg Stock Exchange,Germany
Ruberoidwerke AG Ord Shs,RUBG.H^F18,DE0007068009,D66080108,Ordinary Share,Hamburg Stock Exchange,Germany
Landesbank Baden Common Stock,LANG.H^G03,DE0008065004,D82667102,Ordinary Share,Hamburg Stock Exchange,Germany
Werbas Ord Shs,WRBG.H^H05,DE0007792004,D9571M107,Ordinary Share,Hamburg Stock Exchange,Germany
Inf Business S Ord Shs,IFRGn.H^E08,DE0006225402,D3546Y106,Ordinary Share,Hamburg Stock Exchange,Germany
Tacitus Capital Ord Shs,TCP.SG^C16,DE000A0MFXQ0,D8295Z105,Ordinary Share,Stuttgart Stock Exchange,Germany
DWH Deutsche Werte Holding Ord Shs,DWH.VI^C20,DE000A0B6NF2,D0R85D106,Ordinary Share,Vienna Stock Exchange - Cash Market,Germany
Signature Ord Shs,SIGN.VI^H21,DE000A2DAMG0,D3R8BQ104,Ordinary Share,Vienna Stock Exchange - Cash Market,Germany
Landw Rentenbank Common Stock,DE016013382=ISMA^D10,,undefined,Ordinary Share,,Germany
Innogy Ord Shs,IGY.BN^F20,DE000A2AADD2,D3R8BR110,Ordinary Share,Berne Stock Exchange,Germany
